,interest_rate,grade,debt_to_income
4153,18.99,D,7.58
4154,14.33,C,16.85
4155,11.49,B,29.69
4156,11.99,B,19.62
4157,15.61,D,21.56
4158,7.69,A,30.36
4159,13.98,C,10.52
4160,14.08,C,8.59
4161,14.46,C,18.08
4162,14.99,C,28.67
4163,15.61,D,20.33
4164,12.99,C,21.1
4165,11.55,B,15.19
4166,11.31,B,43.9
4167,19.99,E,9.32
4168,13.99,C,17.56
4169,14.07,C,30.85
4170,13.56,C,11.69
4171,17.57,D,9.17
4172,19.03,D,24.35
4173,5.32,A,13.16
4174,11.49,B,12.45
4175,5.32,A,21.81
4176,9.75,B,17.4
4177,9.99,B,8.17
4178,5.32,A,13.6
4179,26.77,E,16.27
4180,7.99,A,12.64
4181,23.7,F,26.25
4182,28.72,F,27.64
4183,26.3,E,34.46
4184,11.67,B,20.04
4185,14.46,C,20.43
4186,7.89,A,21.95
4187,11.53,B,17.46
4188,7.46,A,25.11
4189,12.74,C,16.35
4190,16.29,D,21.63
4191,6.71,A,28.33
4192,14.47,C,8
4193,12.29,C,23.73
4194,18.99,E,31.08
4195,12.79,C,25.03
4196,8.46,A,10.78
4197,10.99,B,24.53
4198,6.03,A,3.69
4199,10.08,B,14.6
4200,22.35,D,12.72
4201,15.02,C,23.34
4202,12.62,C,26.73
4203,11.99,B,27.55
4204,14.08,C,25.95
4205,13.11,B,22.96
4206,9.93,B,22.86
4207,13.33,C,36.14
4208,15.05,C,20.94
4209,12.99,B,17.45
4210,13.99,C,15.56
4211,18.25,D,35.3
4212,22.74,E,27.79
4213,10.08,B,29.69
4214,13.99,C,22.66
4215,9.93,B,18.8
4216,12.69,B,17.66
4217,5.32,A,11.48
4218,11.44,B,16.55
4219,25.82,E,28.05
4220,13.99,C,30.8
4221,12.85,B,1.32
4222,21.97,E,25.49
4223,10.99,B,30.6
4224,10.49,B,33.86
4225,10.42,B,11.95
4226,8.99,B,10.74
4227,12.74,C,22.34
4228,16.91,C,3.44
4229,6.03,A,17.03
4230,5.32,A,19.29
4231,19.99,E,35.07
4232,6.07,A,18.83
4233,9.76,B,11.8
4234,10.56,B,28.64
4235,10.56,B,31.14
4236,8.19,A,14.84
4237,12.99,C,16.71
4238,8.39,A,29.27
4239,8.39,B,16.16
4240,9.16,B,15.06
4241,7.39,A,8.57
4242,12.99,C,9.56
4243,13.49,C,24.41
4244,13.56,C,19.8
4245,5.32,A,11.21
4246,6.11,A,21.55
4247,11.55,B,13.99
4248,9.17,B,14.57
4249,13.99,C,1.84
4250,16.29,D,31.77
4251,18.99,D,20.25
4252,21.15,E,6.33
4253,10.99,B,15.52
4254,12.61,C,21.07
4255,11.39,B,25.76
4256,10.42,B,11.32
4257,16.99,D,18.48
4258,12.73,B,26.67
4259,8.24,B,14.99
4260,7.84,A,11.72
4261,10.91,B,14.28
4262,18.06,D,5.12
4263,12.59,C,11.36
4264,8.67,B,29.36
4265,13.99,C,21.23
4266,6.67,A,7.85
4267,11.99,B,16.74
4268,7.84,A,77.12
4269,14.08,C,11.39
4270,19.99,E,27.3
4271,9.17,B,31.59
4272,5.31,A,15.7
4273,15.22,C,32.03
4274,13.18,C,31.06
4275,8.46,A,16.9
4276,15.99,C,26.05
4277,10.08,B,20.57
4278,13.66,C,29.22
4279,22.74,E,23.12
4280,10.08,B,10.27
4281,16.02,C,24.94
4282,14.3,C,10.78
4283,9.99,B,10.41
4284,8.39,A,16.22
4285,12.29,C,10.62
4286,16.99,D,33.55
4287,14.08,C,18.96
4288,12.79,C,19.83
4289,10.99,B,10.43
4290,15.31,C,22.4
4291,12.73,B,10.04
4292,11.39,B,24.34
4293,9.17,B,23.61
4294,16.99,D,10.16
4295,10.91,B,18.26
4296,6.11,A,9.88
4297,13.49,C,29.76
4298,5.32,A,3.69
4299,13.59,C,25.06
4300,13.49,C,24.57
4301,7.69,A,14.79
4302,11.99,B,10.71
4303,8.18,B,11.01
4304,13.49,C,15.54
4305,20.75,E,35.95
4306,5.32,A,19.38
4307,10.42,B,17.39
4308,12.12,B,12.74
4309,17.97,D,28.14
4310,9.75,B,21.86
4311,11.49,B,18.86
4312,14.46,C,29.68
4313,12.62,C,20.56
4314,11.49,B,24.59
4315,16.91,C,27.28
4316,17.57,D,12.89
4317,18.06,D,21.15
4318,14.03,C,25.85
4319,11.48,B,21.48
4320,11.47,B,21.71
4321,15.05,C,19.93
4322,18.06,D,11.86
4323,20,D,25
4324,16.14,C,35.78
4325,14.99,C,15.73
4326,14.49,C,21.6
4327,7.99,A,17.11
4328,15.8,C,8.29
4329,17.47,D,16.56
4330,13.35,C,26.48
4331,12.79,C,25.57
4332,18.99,D,22.03
4333,19.99,E,13.12
4334,20.49,E,18.14
4335,12.59,C,27.35
4336,14.08,C,18.28
4337,10.99,B,14.01
4338,12.29,C,7.69
4339,10.99,B,19.58
4340,11.53,B,11.31
4341,13.59,C,12.19
4342,15.59,C,16.51
4343,12.13,B,23.09
4344,10.08,B,14.1
4345,11.99,B,16.15
4346,7.35,A,9.64
4347,16.02,C,10.91
4348,22.95,F,12.68
4349,14.65,C,19.64
4350,11.99,B,16.16
4351,11.55,B,16.55
4352,5.32,A,24.24
4353,9.58,B,1.06
4354,19.99,D,33.36
4355,10.99,B,12.14
4356,14.99,C,14.25
4357,16.55,D,17.33
4358,12.79,C,30.03
4359,16.49,D,17
4360,19.42,D,32.42
4361,10.91,B,24.22
4362,12.99,C,13.09
4363,18.99,D,14.42
4364,10.41,B,30.32
4365,13.49,C,11.38
4366,12.69,C,23.15
4367,6.49,A,13.24
4368,13.49,C,37.95
4369,6.67,A,14.98
4370,9.16,B,25.9
4371,9.99,B,16.65
4372,14.49,C,5.88
4373,12.13,B,37.54
4374,15.31,C,21.63
4375,10.91,B,24.01
4376,7.96,A,13.9
4377,11.48,B,10.94
4378,7.69,A,16.55
4379,17.19,E,22.27
4380,16.46,C,12.94
4381,13.61,C,8.4
4382,11.49,B,28.76
4383,14.08,C,9.4
4384,7.56,A,9.74
4385,8.24,B,18.09
4386,13.99,C,27.48
4387,12.99,C,18.11
4388,18.06,D,61.03
4389,13.49,C,8.93
4390,10.42,B,13.92
4391,22.35,D,29.61
4392,5.32,A,6.54
4393,16.24,C,19.84
4394,12.73,B,38.95
4395,6.08,A,29.38
4396,15.05,C,24.75
4397,17.27,D,22.54
4398,17.99,D,19.89
4399,15.04,C,12.33
4400,11.44,B,5.3
4401,14.08,C,23.82
4402,7.99,A,7.48
4403,11.99,B,12.48
4404,9.17,B,15.02
4405,6.39,A,21.93
4406,10.49,B,17.89
4407,16.55,D,20.77
4408,15.61,C,11.7
4409,16.14,C,16.36
4410,7.84,A,11.91
4411,16.02,C,23.67
4412,18.06,D,32.28
4413,7.56,A,13.39
4414,7.89,A,12.49
4415,6.11,A,7.18
4416,12.99,C,10.77
4417,23.88,E,28.49
4418,13.56,C,7.2
4419,15.22,C,3.1
4420,12.29,C,15.16
4421,12.99,C,23.72
4422,7.89,A,8.21
4423,14.64,C,6.5
4424,7.35,A,3.74
4425,8.19,A,14.41
4426,14.49,C,25.54
4427,15.05,C,22.29
4428,9.92,B,17.58
4429,10.99,B,8.65
4430,11.44,B,23.75
4431,7.24,A,11.6
4432,22.99,F,15.45
4433,10.99,B,20.49
4434,23.13,F,31.41
4435,14.49,C,33.46
4436,5.32,A,11.22
4437,29.99,F,29.76
4438,16.29,C,15.86
4439,10.47,B,9.96
4440,13.67,C,18.6
4441,12.99,C,2.9
4442,26.77,E,31.3
4443,19.99,D,20.61
4444,7.69,A,21.34
4445,6.03,A,5.36
4446,15.59,C,21.41
4447,6.71,A,35.16
4448,13.59,C,14.01
4449,11.44,B,18.95
4450,6.24,A,9.18
4451,14.08,C,5.56
4452,6.08,A,12.71
4453,5.32,A,3.27
4454,6.03,A,8.76
4455,8.19,A,28.18
4456,10.99,B,1.46
4457,7.84,A,21.9
4458,21.85,D,31.13
4459,10.99,B,3.29
4460,8.39,B,11.98
4461,15.02,C,36.44
4462,16.29,D,30.09
4463,14.49,C,24.51
4464,11.98,B,1.78
4465,6.24,A,19.79
4466,5.32,A,8.34
4467,14.99,C,29.9
4468,12.49,B,13.2
4469,12.62,C,19.97
4470,11.06,B,18.48
4471,8.99,B,27.05
4472,23.88,E,32.28
4473,9.17,B,3.57
4474,15.02,C,18.24
4475,18.06,D,29.33
4476,21.49,D,30.65
4477,8.39,B,12.05
4478,9.58,B,14.45
4479,13.53,B,21.66
4480,11.99,B,17.46
4481,10.64,B,31.29
4482,15.02,C,21.69
4483,11.47,B,16.21
4484,10.99,B,23.29
4485,6.03,A,9.86
4486,12.74,C,13.87
4487,10.49,B,3.08
4488,11.44,B,19.17
4489,5.32,A,13.71
4490,14.33,C,8.74
4491,12.74,C,12.55
4492,15.05,C,20.43
4493,17.99,D,4.92
4494,8.19,A,27.62
4495,14.49,C,11.87
4496,28.14,G,3.54
4497,10.99,B,9.67
4498,8.39,B,17.79
4499,13.99,C,28.21
4500,21.97,E,24.73
4501,13.59,C,41.23
4502,25.83,G,17.73
4503,12.12,B,19.68
4504,16.99,D,24.72
4505,20.99,E,19.36
4506,7.99,A,13.75
4507,26.24,E,16.9
4508,9.16,B,22.51
4509,18.45,D,16.45
4510,12.99,C,25.17
4511,19.19,E,11.14
4512,8.49,B,17.77
4513,9.75,B,13.9
4514,24.74,E,22.67
4515,12.74,C,15.26
4516,8.08,A,15.38
4517,14.98,C,13.46
4518,11.99,B,24.5
4519,11.39,B,14.08
4520,9.99,B,14.94
4521,9.93,B,23.58
4522,11.99,B,11.88
4523,10.47,B,14.65
4524,22.35,D,19.02
4525,7.91,A,11.51
4526,17.09,D,9.58
4527,15.02,C,16.07
4528,6.49,A,22.58
4529,14.65,C,20.63
4530,7.89,A,25.28
4531,12.29,C,19.84
4532,10.08,B,21.21
4533,15.49,C,2.4
4534,14.47,C,12.16
4535,8.18,B,27.53
4536,12.49,B,18.11
4537,13.49,C,7.04
4538,10.49,B,13.43
4539,7.35,A,10.28
4540,14.47,C,7.8
4541,7.35,A,21.16
4542,11.55,B,9.83
4543,11.14,B,19.4
4544,23.87,E,14.64
4545,15.31,C,11.16
4546,14.99,C,22.41
4547,7.96,A,3.16
4548,16.24,C,27.85
4549,13.98,C,22.3
4550,22.45,E,27.05
4551,5.32,A,26.81
4552,8.18,B,28.96
4553,9.49,B,14.01
4554,10.16,B,18.65
4555,10.78,B,10.71
4556,21.99,E,13.51
4557,5.32,A,15.09
4558,16.99,D,1.93
4559,10.99,B,11.7
4560,15.05,C,27.29
4561,9.93,B,10.27
4562,10.99,B,11.83
4563,15.77,D,20.83
4564,12.62,C,23.52
4565,18.49,D,6.37
4566,13.33,C,28.76
4567,9.17,B,15.14
4568,7.21,A,11.24
4569,9.17,B,18.14
4570,10.9,B,20.42
4571,6.11,A,8.53
4572,13.59,C,13.36
4573,11.06,B,24.55
4574,6.89,A,17.56
4575,6.39,A,34.34
4576,13.67,C,15.09
4577,8.46,A,10.95
4578,13.49,C,30.67
4579,8.46,A,33.62
4580,16.99,D,24.45
4581,7.97,A,28.86
4582,7.89,A,30.78
4583,7.96,A,35.01
4584,12.29,C,26.61
4585,16.99,D,22.94
4586,24.99,F,24.29
4587,9.8,B,22.48
4588,15.61,D,26.17
4589,16.77,D,19.81
4590,15.02,C,19.91
4591,10.49,B,32.69
4592,21.49,D,22.69
4593,14.99,C,19.21
4594,11.05,B,33.03
4595,14.18,E,2.37
4596,7.99,A,14.18
4597,6.19,A,22.05
4598,10.47,B,14.23
4599,12.88,C,23.95
4600,11.39,B,5.74
4601,5.32,A,18.62
4602,18.99,E,30.22
4603,7.39,A,31.33
4604,13.11,B,20.51
4605,8.99,B,24.41
4606,12.98,B,20.11
4607,17.27,D,19.73
4608,14.47,C,36.21
4609,13.99,C,16.78
4610,12.74,C,24.58
4611,9.75,B,20.33
4612,14.65,C,23.89
4613,14.99,C,26.89
4614,7.84,A,4.22
4615,17.47,D,19.79
4616,13.67,C,5.73
4617,10.64,B,10.46
4618,17.86,D,21.67
4619,25.82,E,15.27
4620,16.02,C,16.88
4621,6.46,A,11.65
4622,12.74,C,4.84
4623,14.65,C,14.52
4624,10.72,B,11.47
4625,16.99,D,15.4
4626,14.52,C,22.78
4627,18.99,D,18.31
4628,7.84,A,2.58
4629,12.69,C,28.24
4630,16.29,D,14.09
4631,15.61,C,28.19
4632,15.1,C,16.97
4633,15.61,D,3.09
4634,10.42,B,25.52
4635,12.99,C,17.8
4636,8.99,B,15.44
4637,11.53,B,25.84
4638,11.99,C,19.08
4639,11.53,B,6.08
4640,12.13,B,15.29
4641,9.44,B,23.93
4642,10.62,B,12
4643,12.99,C,10.97
4644,17.57,D,6.65
4645,14.03,C,14.55
4646,16.29,D,22.35
4647,14.83,D,11.42
4648,20.99,E,32.27
4649,13.59,C,14.65
4650,8.81,A,20.29
4651,28.72,F,22.23
4652,9.67,B,18.15
4653,23.13,F,17.35
4654,21.49,D,16.63
4655,7.69,A,9.89
4656,16.99,D,7.56
4657,7.56,A,19.89
4658,6.24,A,14.93
4659,15.02,C,26.23
4660,9.17,B,15.05
4661,13.59,C,11.82
4662,9.67,B,2.54
4663,14.47,C,26.61
4664,15.1,C,8.1
4665,10.49,B,1.14
4666,12.69,C,25.43
4667,18.99,E,18.1
4668,10.15,B,12.71
4669,18.25,D,39.92
4670,14.99,C,26.51
4671,16.02,C,26.3
4672,11.44,B,18.64
4673,11.49,B,12.77
4674,10.99,B,26.61
4675,13.99,C,34.09
4676,19.52,D,28.06
4677,18.06,D,23.08
4678,9.16,B,18.54
4679,17.97,D,21.27
4680,12.99,C,26.7
4681,15.05,C,14.02
4682,7.89,A,23.14
4683,11.99,C,31.93
4684,13.65,C,9.99
4685,10.41,B,27.11
4686,11.99,B,20.17
4687,7.46,A,18.87
4688,8.9,A,15.47
4689,18.24,D,16.16
4690,12.99,C,16.58
4691,13.98,C,25.61
4692,6.71,A,18.25
4693,10.75,B,38.18
4694,8.39,B,22.26
4695,6.62,A,1.89
4696,16.29,C,14.24
4697,12.99,C,15.19
4698,9.16,B,12.45
4699,18.92,D,6.34
4700,7.99,A,18.79
4701,18.24,D,28.06
4702,6.11,A,18
4703,19.52,E,19
4704,14.99,C,25.41
4705,5.32,A,13.44
4706,25.09,F,26.9
4707,13.67,C,23.4
4708,13.98,C,9.51
4709,7.89,A,4.45
4710,9.99,B,22.31
4711,22.39,E,24.88
4712,25.81,E,19.66
4713,9.99,B,24.73
4714,10.56,B,24.78
4715,10.42,B,0.38
4716,12.87,C,15.29
4717,11.47,B,11.3
4718,7.24,A,11.34
4719,15.99,C,19.82
4720,11.05,B,29.54
4721,11.55,B,21.93
4722,13.49,C,12.03
4723,9.44,B,19.01
4724,13.44,C,14.95
4725,10.47,B,23.22
4726,17.57,D,34.34
4727,11.31,B,19.83
4728,19.99,E,20.97
4729,10.16,B,18.09
4730,18.06,D,30.75
4731,5.31,A,14.15
4732,6.49,A,29.96
4733,7.97,A,14.8
4734,15.31,C,23.09
4735,5.31,A,17.24
4736,18.25,E,20.12
4737,12.69,C,15.59
4738,11.49,B,13.05
4739,10.08,B,15.68
4740,19.03,D,10.05
4741,12.62,C,16.5
4742,11.39,B,16
4743,11.99,C,13.46
4744,7.84,A,27.39
4745,10.91,B,29.66
4746,9.99,B,19.6
4747,13.99,C,29.35
4748,26.3,E,19
4749,5.31,A,16.35
4750,12.69,C,24.56
4751,6.11,A,5.42
4752,16.14,C,9.63
4753,15.02,C,16.47
4754,14.46,C,17.69
4755,15.05,C,18.63
4756,14.33,C,30.59
4757,10.75,B,20.3
4758,7.34,A,18.01
4759,12.29,C,15.37
4760,14.33,C,5.83
4761,14.99,C,13.27
4762,13.05,B,13.07
4763,17.57,D,19.66
4764,12.99,C,17.09
4765,6.11,A,23.24
4766,15.05,C,20.75
4767,19.99,D,19.35
4768,14.99,C,17.91
4769,15.05,C,39.3
4770,6.49,A,10.02
4771,9.67,B,12.94
4772,11.53,B,15.89
4773,6.39,A,10.89
4774,11.8,B,28.19
4775,7.26,A,14.46
4776,22.35,D,21.54
4777,9.17,B,17.57
4778,15.31,C,33.34
4779,5.32,A,18.45
4780,9.99,B,19.25
4781,18.99,D,11.21
4782,19.03,D,29.47
4783,8.19,A,14.95
4784,11.14,B,19
4785,13.49,C,15.41
4786,9.17,B,18.86
4787,23.99,E,4.07
4788,11.47,B,15.99
4789,21.7,E,20.83
4790,7.26,A,19.02
4791,17.27,D,8.42
4792,9.49,B,12.29
4793,7.49,A,16.75
4794,16.02,C,10.86
4795,6.49,A,15.86
4796,12.99,B,13.2
4797,15.02,C,14.58
4798,10.42,B,7.8
4799,10.72,B,7.07
4800,8.81,A,11.83
4801,24.74,E,13.31
4802,18.99,D,20.54
4803,8.39,B,8.84
4804,7.89,A,19.36
4805,17.57,D,29.08
4806,12.79,C,8.32
4807,10.08,B,15.54
4808,7.97,A,31.6
4809,16.46,C,10.43
4810,7.96,A,13.51
4811,18.84,E,34.38
4812,19.99,E,22.45
4813,11.14,B,20.18
4814,7.12,A,18.03
4815,11.99,B,26.37
4816,9.99,B,4.55
4817,7.84,A,9.49
4818,19.99,E,11.71
4819,13.56,C,13.68
4820,25.82,E,15.79
4821,16.01,C,18.16
4822,10.47,B,18.45
4823,13.06,C,12.62
4824,11.39,B,22.11
4825,14.65,C,11.98
4826,18.24,D,14.97
4827,23.4,E,31.4
4828,8.46,A,25.66
4829,8.9,A,18.97
4830,18.99,E,8.14
4831,5.32,A,14.09
4832,13.56,C,16.34
4833,5.32,A,16.18
4834,7.9,A,22.4
4835,17.99,D,23.95
4836,9.44,B,9.41
4837,9.17,B,6
4838,12.29,C,13.78
4839,11.99,C,25.39
4840,17.27,C,17.67
4841,23.99,E,34.88
4842,11.99,B,14.04
4843,17.57,D,21.9
4844,23.43,F,0.05
4845,12.69,C,13.78
4846,10.99,B,13.01
4847,9.16,B,17.22
4848,25.82,E,34.8
4849,11.53,B,31.88
4850,12.79,C,34.95
4851,12.74,C,43.94
4852,14.52,C,10.29
4853,7.21,A,9.21
4854,10.49,B,33.62
4855,7.35,A,50.7
4856,14.47,C,22.74
4857,11.49,B,26.91
4858,7.59,A,14.79
4859,11.99,C,25.02
4860,7.97,A,21
4861,20.89,D,5.04
4862,13.67,C,16.29
4863,8.46,A,24.5
4864,12.49,B,21.74
4865,5.32,A,25.41
4866,13.33,C,37.77
4867,5.32,A,15.85
4868,20.99,E,18.57
4869,6.24,A,4.47
4870,7.89,A,14.03
4871,18.99,D,9.66
4872,12.69,C,25.71
4873,13.49,C,15.07
4874,7.9,A,16.14
4875,7.59,A,7.39
4876,18.99,D,17.56
4877,10.42,B,11.9
4878,5.32,A,15.81
4879,5.32,A,15.29
4880,8.18,B,7.42
4881,14.33,C,13.52
4882,11.44,B,12.4
4883,10.78,B,28.5
4884,19.92,D,26.37
4885,12.99,C,19.71
4886,14.99,C,32.58
4887,14.08,C,28.72
4888,6.49,A,18.41
4889,19.24,E,17.39
4890,15.31,C,7.34
4891,14.16,C,12.17
4892,18.25,D,30.06
4893,20.89,D,16.34
4894,12.62,C,5.63
4895,14.08,C,27.9
4896,7.39,A,11.5
4897,15.96,C,9.58
4898,15.61,D,1.1
4899,18.79,E,21.07
4900,16.14,C,20.3
4901,5.32,A,16.75
4902,15.61,C,25.88
4903,11.53,B,28.83
4904,7.97,A,13.74
4905,8.18,B,7.54
4906,12.79,C,14.58
4907,7.07,A,16.99
4908,5.32,A,2.29
4909,7.9,A,10.92
4910,16.46,C,12.64
4911,7.35,A,25.35
4912,14.46,C,25.9
4913,9.75,B,17.94
4914,10.16,B,10.6
4915,17.97,D,10.3
4916,14.33,C,29.56
4917,18.99,D,23.87
4918,7.84,A,34.56
4919,13.99,C,4.14
4920,18.24,D,16.46
4921,8.18,B,7.89
4922,13.67,C,20.36
4923,12.85,B,11.27
4924,22.39,E,28.68
4925,15.49,C,16.89
4926,7.89,A,13.41
4927,7.24,A,7.94
4928,15.61,D,3.6
4929,15.99,C,8.79
4930,10.42,B,2.81
4931,6.11,A,13.33
4932,9.17,B,12.53
4933,14.08,C,13.92
4934,13.58,C,12.46
4935,20.89,D,8.27
4936,7.07,A,12.92
4937,12.99,B,24.28
4938,9.58,B,16.63
4939,9.43,B,11.91
4940,15.61,D,11.14
4941,20.2,E,22.1
4942,12.62,C,10.08
4943,5.32,A,10.49
4944,13.33,C,10.19
4945,9.16,B,17.79
4946,25.69,F,25.08
4947,15.61,D,18.03
4948,15.61,C,25.41
4949,10.9,B,79.79
4950,7.35,A,21.02
4951,16.02,C,16.5
4952,14.08,C,25.78
4953,6.03,A,16.12
4954,11.99,B,24.43
4955,14.33,C,9.42
4956,13.99,C,21.23
4957,6.24,A,26.38
4958,12.74,C,11.6
4959,11.53,B,33.23
4960,10.42,B,24.92
4961,9.99,B,11.14
4962,19.19,E,25.14
4963,9.17,B,2.53
4964,8.24,B,20.2
4965,26.3,E,23.25
4966,8.18,B,27.38
4967,7.12,A,17
4968,11.55,B,24.67
4969,11.55,B,12.53
4970,8.19,A,20.62
4971,28.69,F,15.22
4972,9.93,B,9.3
4973,17.97,D,11.71
4974,21.18,E,12.9
4975,8.9,A,11.36
4976,7.89,A,14.17
4977,7.34,A,13.63
4978,19.47,D,26.57
4979,7.46,A,21.41
4980,16.49,D,19.88
4981,16.59,D,17
4982,15.61,D,20.44
4983,6.71,A,8.52
4984,24.99,E,16.3
4985,5.32,A,17.15
4986,13.98,C,14.53
4987,15.31,C,25.35
4988,6.72,A,24.23
4989,5.32,A,21.33
4990,13.99,C,12.84
4991,9.76,B,22.69
4992,17.99,D,25.02
4993,9.44,B,16.69
4994,17.09,D,23.73
4995,12.74,C,24
4996,20,D,56.23
4997,23.63,F,23.1
4998,17.86,D,34.08
4999,14.65,C,27.23
5000,12.99,C,16.75
5001,9.92,B,28.13
5002,13.49,C,24.29
5003,10.99,B,5.12
5004,19.99,E,37.97
5005,13.35,C,11.03
5006,16.14,C,8
5007,12.62,C,22.3
5008,6.92,A,16.77
5009,11.99,B,3.48
5010,13.49,C,17.83
5011,20.89,D,27.26
5012,14.99,C,22.77
5013,12.29,C,25.99
5014,17.27,D,9.15
5015,28.88,G,18.76
5016,22.99,F,30.42
5017,13.33,C,22.28
5018,12.99,C,24.79
5019,8.39,B,12.6
5020,11.99,C,26.34
5021,15.99,C,29.08
5022,7.26,A,19.67
5023,11.99,B,16.96
5024,8.39,A,13.72
5025,17.86,D,24.06
5026,15.61,D,21.71
5027,7.35,A,6.35
5028,13.99,C,30.25
5029,14.33,C,16.78
5030,7.21,A,24.31
5031,17.86,D,20.19
5032,13.59,C,27.49
5033,20.31,D,32.81
5034,6.03,A,8.26
5035,16.99,D,6.19
5036,13.99,C,10.11
5037,9.99,B,28.04
5038,22.35,D,16.86
5039,25.8,G,16.35
5040,13.99,C,24
5041,16.99,D,14.83
5042,9.17,B,12.79
5043,18.55,E,11.38
5044,12.74,C,18.98
5045,11.99,B,19.4
5046,16.14,C,12.22
5047,10.99,B,26
5048,18.45,D,30.6
5049,12.62,C,13.84
5050,8.9,A,20.5
5051,11.39,B,19.92
5052,15.31,C,28.36
5053,8.39,B,7.16
5054,12.69,C,6.1
5055,16.02,C,23.6
5056,24.49,E,17.23
5057,9.17,B,23.3
5058,20.99,E,18.86
5059,7.89,A,16.74
5060,7.84,A,19.07
5061,19.47,D,29.99
5062,15.61,C,34.48
5063,23.99,E,11.28
5064,17.27,D,4.25
5065,11.55,B,20.3
5066,17.47,D,29.22
5067,6.72,A,17.74
5068,28.88,G,10.52
5069,7.84,A,17.58
5070,9.99,B,12.79
5071,10.49,B,23.38
5072,14.65,C,35.1
5073,9.75,B,20.63
5074,5.32,A,11.65
5075,17.97,D,28.6
5076,14.99,C,24.48
5077,7.39,A,18.57
5078,15.61,C,9.47
5079,15.77,D,28.79
5080,8.49,B,19.71
5081,13.99,C,27.34
5082,17.27,D,34.35
5083,16.14,C,14.17
5084,8.39,B,25.14
5085,20.31,D,5.76
5086,10.99,B,31.62
5087,13.35,C,22.27
5088,7.49,A,18.82
5089,15.05,C,27.35
5090,10.99,B,15.04
5091,8.9,A,15.13
5092,10.75,B,8.47
5093,11.39,B,27.82
5094,23.88,E,10.41
5095,10.72,B,22.05
5096,9.17,B,13.75
5097,10.75,B,11.76
5098,10.99,B,18.7
5099,9.43,B,16.58
5100,15.31,C,18.36
5101,7.07,A,29.82
5102,6.83,A,18.43
5103,5.32,A,19.16
5104,6.99,A,19.34
5105,14.31,C,26.51
5106,9.67,B,18.74
5107,15.61,D,31.04
5108,23.99,E,16.06
5109,11.44,B,1.45
5110,16.99,D,9.81
5111,8.99,B,20.43
5112,14.65,C,12.35
5113,12.73,B,6.83
5114,16.55,D,29.86
5115,10.49,B,10.03
5116,15.61,C,18.33
5117,16.55,D,10.41
5118,23.4,E,19.92
5119,16.99,D,27.83
5120,15.02,C,6.65
5121,15.05,C,31.34
5122,6.11,A,8.93
5123,6.49,A,6.96
5124,17.99,D,14.01
5125,23.76,F,17.11
5126,19.03,E,23.76
5127,11.67,B,13.11
5128,8.24,B,34.73
5129,5.31,A,9.8
5130,11.44,B,4.42
5131,11.53,B,29.92
5132,20.99,E,13.33
5133,16.02,C,34.64
5134,8.24,B,31.36
5135,9.17,B,18.91
5136,9.58,B,17.1
5137,10.91,B,18.53
5138,22.99,F,7.79
5139,15.05,C,22.78
5140,10.47,B,14.45
5141,18.99,D,18.6
5142,13.98,C,31.87
5143,10.99,B,33.42
5144,6.92,A,28.92
5145,10.42,B,21
5146,14.52,C,21.44
5147,20.39,D,32.98
5148,18.55,E,36.36
5149,11.53,B,24.29
5150,18.24,D,28.63
5151,14.64,C,16.42
5152,16.91,C,20.33
5153,9.17,B,26.32
5154,12.59,C,3.85
5155,17.47,D,18.68
5156,11.39,B,9.56
5157,15.61,D,36.84
5158,6.49,A,9.82
5159,14.64,C,13.92
5160,9.17,B,26.76
5161,7.46,A,22.89
5162,9.8,B,30.37
5163,7.9,A,25.45
5164,7.35,A,8.1
5165,9.67,B,9.95
5166,12.13,B,4.92
5167,16.99,D,16.83
5168,9.99,B,15.81
5169,25.8,G,12.71
5170,13.49,C,15.9
5171,8.39,A,10.27
5172,11.49,B,6.6
5173,12.69,C,27.64
5174,13.99,C,18.42
5175,14.99,C,12.86
5176,15.99,C,34.93
5177,6.46,A,14.33
5178,16.29,D,20.36
5179,12.62,C,17.71
5180,11.44,B,8.68
5181,21.45,D,28.48
5182,11.99,B,13.37
5183,20.89,D,30.34
5184,11.67,B,9.63
5185,5.32,A,11.17
5186,14.47,C,13.49
5187,15.61,D,17.11
5188,9.16,B,25.18
5189,6.67,A,7.6
5190,9.93,B,12.04
5191,16.99,D,19.12
5192,12.99,C,16.85
5193,18.99,E,7.65
5194,13.99,C,39.32
5195,13.98,C,18.95
5196,15.04,C,55.53
5197,9.49,B,21.36
5198,14.99,C,13.56
5199,17.99,D,17.37
5200,8.67,B,11.55
5201,12.62,C,28.09
5202,16.91,C,10.73
5203,5.32,A,11.4
5204,11.55,B,12.51
5205,12.74,C,34.52
5206,15.31,C,9.89
5207,10.78,B,6.1
5208,11.8,B,17.28
5209,18.45,D,18.2
5210,16.46,C,14.91
5211,5.32,A,21.5
5212,10.91,B,16.95
5213,18.99,D,24.61
5214,10.49,B,23.89
5215,11.49,B,16.82
5216,5.31,A,14.04
5217,9.99,B,16.05
5218,24.85,E,8.37
5219,14.85,C,22.8
5220,20.99,F,4.81
5221,16.91,C,27.08
5222,5.32,A,9.53
5223,21.85,D,10.13
5224,17.77,D,18.41
5225,10.9,B,12.98
5226,22.99,F,15.23
5227,11.99,B,9.25
5228,10.42,B,3.56
5229,11.44,B,5.95
5230,17.47,D,35.15
